timestamp,building_id,building_type,floor,room_id,room_area_m2,capacity_students,occupancy,occupancy_rate,temperature_c,humidity_pct,ac_usage_pct,lighting_usage_pct,plug_load_kw,weekend,holiday,exam_period,hour,day_of_week,peak_period,power_kw,energy_kwh_15min,tariff_inr_per_kwh,energy_cost_inr,injected_anomaly
2025-01-01 00:00:00,B04,Administration,4,B04-R16,40,12,2.0,0.167,,71.09,17.65,91.4,0.654,0,1,0,0.0,2,0,6.844,1.7111,5.0,8.556,0
2025-01-01 00:00:00,B05,Science,1,B05-R01,40,22,3.0,0.136,24.44,77.21,16.57,90.86,0.534,0,1,0,0.0,2,0,6.702,1.6755,5.0,8.377,0
2025-01-01 00:00:00,B05,Science,2,B05-R06,40,22,3.0,0.136,23.81,72.21,16.78,94.33,0.522,0,1,0,0.0,2,0,7.422,1.8555,5.0,9.278,0
2025-01-01 00:00:00,B05,Science,3,B05-R11,40,22,5.0,0.227,21.67,69.55,0.0,82.71,1.038,0,1,0,0.0,2,0,5.975,1.4937,5.0,7.469,0
2025-01-01 00:00:00,B05,Science,4,B05-R16,40,22,2.0,0.091,25.69,71.75,22.72,98.24,0.422,0,1,0,0.0,2,0,7.184,1.7961,5.0,8.98,0
2025-01-01 00:15:00,B01,Engineering,1,B01-R01,40,20,4.0,0.2,22.99,76.32,5.07,96.63,0.565,0,1,0,0.25,2,0,6.305,1.5762,5.0,7.881,0
2025-01-01 00:15:00,B01,Engineering,2,B01-R06,40,20,2.0,0.1,24.43,78.74,25.88,87.94,0.376,0,1,0,0.25,2,0,6.995,1.7487,5.0,8.744,0
2025-01-01 00:15:00,B01,Engineering,3,B01-R11,40,20,0.0,0.0,24.02,67.27,5.24,22.4,0.337,0,1,0,0.25,2,0,3.911,0.9777,5.0,4.888,0
2025-01-01 00:15:00,B01,Engineering,4,B01-R16,40,20,1.0,0.05,28.16,66.06,50.54,79.93,0.647,0,1,0,0.25,2,0,8.491,2.1228,5.0,10.614,0
2025-01-01 00:15:00,B02,Computer_Science,1,B02-R01,40,25,1.0,0.04,21.95,80.9,1.54,96.7,0.483,0,1,0,0.25,2,0,6.375,1.5938,5.0,7.969,0
2025-01-01 00:15:00,B02,Computer_Science,2,B02-R06,40,25,2.0,0.08,22.02,76.43,0.0,95.4,0.45,0,1,0,0.25,2,0,6.755,1.6888,5.0,8.444,0
2025-01-01 00:15:00,B02,Computer_Science,3,B02-R11,40,25,0.0,0.0,22.02,73.82,0.0,25.23,0.628,0,1,0,0.25,2,0,4.427,1.1068,5.0,5.534,0
2025-01-01 00:15:00,B02,Computer_Science,4,B02-R16,40,25,3.0,0.12,22.54,83.63,5.52,91.9,0.608,0,1,0,0.25,2,0,6.878,1.7194,5.0,8.597,0
2025-01-01 00:15:00,B03,Library,1,B03-R01,40,18,2.0,0.111,22.91,72.33,7.53,94.15,0.633,0,1,0,0.25,2,0,6.658,1.6646,5.0,8.323,0
2025-01-01 00:15:00,B03,Library,2,B03-R06,40,18,0.0,0.0,22.49,71.59,6.76,20.23,0.464,0,1,0,0.25,2,0,4.915,1.2287,5.0,6.144,0
2025-01-01 00:15:00,B03,Library,3,B03-R11,40,18,0.0,0.0,23.76,64.58,5.53,12.49,0.36,0,1,0,0.25,2,0,4.41,1.1024,5.0,5.512,0
2025-01-01 00:15:00,B03,Library,4,B03-R16,40,18,3.0,0.167,23.44,69.94,0.0,87.66,0.466,0,1,0,0.25,2,0,6.248,1.562,5.0,7.81,0
2025-01-01 00:15:00,B04,Administration,1,B04-R01,40,12,1.0,0.083,25.79,76.63,24.11,80.76,0.549,0,1,0,0.25,2,0,7.064,1.7659,5.0,8.83,0
2025-01-01 00:15:00,B04,Administration,2,B04-R06,40,12,2.0,0.167,23.5,70.3,4.28,88.02,0.421,0,1,0,0.25,2,0,5.56,1.3899,5.0,6.95,0
2025-01-01 00:15:00,B04,Administration,3,B04-R11,40,12,4.0,0.333,26.4,73.94,30.6,84.72,0.336,0,1,0,0.25,2,0,7.434,1.8585,5.0,9.292,0
2025-01-01 00:15:00,B04,Administration,4,B04-R16,40,12,2.0,0.167,24.63,73.47,17.69,92.68,0.493,0,1,0,0.25,2,0,7.04,1.7599,5.0,8.799,0
2025-01-01 00:15:00,B05,Science,1,B05-R01,40,22,1.0,0.045,28.04,61.23,38.8,100.0,0.447,0,1,0,0.25,2,0,8.625,2.1564,5.0,10.782,0
2025-01-01 00:15:00,B05,Science,2,B05-R06,40,22,3.0,0.136,25.14,78.73,25.36,88.27,0.728,0,1,0,0.25,2,0,7.284,1.8209,5.0,9.104,0
2025-01-01 00:15:00,B05,Science,3,B05-R11,40,22,1.0,0.045,27.41,77.07,45.55,89.66,0.565,0,1,0,0.25,2,0,8.588,2.1469,5.0,10.735,0
2025-01-01 00:15:00,B05,Science,4,B05-R16,40,22,4.0,0.182,25.62,73.24,26.06,100.0,0.643,0,1,0,0.25,2,0,7.749,1.9371,5.0,9.686,0
2025-01-01 00:30:00,B01,Engineering,1,B01-R01,40,20,1.0,0.05,25.38,80.99,17.88,81.68,0.524,0,1,0,0.5,2,0,7.149,1.7873,5.0,8.936,0
2025-01-01 00:30:00,B01,Engineering,2,B01-R06,40,20,3.0,0.15,24.38,77.53,12.51,91.67,0.387,0,1,0,0.5,2,0,6.565,1.6411,5.0,8.206,0
2025-01-01 00:30:00,B01,Engineering,3,B01-R11,40,20,1.0,0.05,26.52,74.66,24.3,82.12,0.517,0,1,0,0.5,2,0,6.595,1.6486,5.0,8.243,0
2025-01-01 00:30:00,B01,Engineering,4,B01-R16,40,20,1.0,0.05,23.84,73.64,6.13,89.71,0.186,0,1,0,0.5,2,0,5.908,1.4769,5.0,7.384,0
2025-01-01 00:30:00,B02,Computer_Science,1,B02-R01,40,25,4.0,0.16,24.75,73.52,32.56,85.29,0.669,0,1,0,0.5,2,0,6.489,1.6223,5.0,8.111,0
2025-01-01 00:30:00,B02,Computer_Science,2,B02-R06,40,25,5.0,0.2,25.63,76.37,21.05,86.84,0.529,0,1,0,0.5,2,0,6.988,1.747,5.0,8.735,0
2025-01-01 00:30:00,B02,Computer_Science,3,B02-R11,40,25,5.0,0.2,24.42,76.92,28.81,100.0,0.551,0,1,0,0.5,2,0,7.998,1.9996,5.0,9.998,0
2025-01-01 00:30:00,B02,Computer_Science,4,B02-R16,40,25,3.0,0.12,23.02,74.09,11.1,82.49,0.669,0,1,0,0.5,2,0,6.618,1.6546,5.0,8.273,0
2025-01-01 00:30:00,B03,Library,1,B03-R01,40,18,2.0,0.111,25.15,71.87,24.14,94.33,0.565,0,1,0,0.5,2,0,6.851,1.7127,5.0,8.563,0
2025-01-01 00:30:00,B03,Library,2,B03-R06,40,18,2.0,0.111,22.01,76.27,0.0,92.15,0.645,0,1,0,0.5,2,0,7.112,1.778,5.0,8.89,0
2025-01-01 00:30:00,B03,Library,3,B03-R11,40,18,1.0,0.056,25.26,70.01,34.35,94.65,0.463,0,1,0,0.5,2,0,7.869,1.9673,5.0,9.836,0
2025-01-01 00:30:00,B03,Library,4,B03-R16,40,18,5.0,0.278,24.52,75.7,17.65,88.02,0.92,0,1,0,0.5,2,0,7.757,1.9393,5.0,9.696,0
2025-01-01 00:30:00,B04,Administration,1,B04-R01,40,12,1.0,0.083,24.14,80.1,16.78,97.8,0.282,0,1,0,0.5,2,0,6.423,1.6057,5.0,8.029,0
2025-01-01 00:30:00,B04,Administration,2,B04-R06,40,12,2.0,0.167,24.65,76.47,18.36,97.95,0.719,0,1,0,0.5,2,0,7.452,1.8629,5.0,9.314,0
2025-01-01 00:30:00,B04,Administration,3,B04-R11,40,12,1.0,0.083,23.17,67.85,,100.0,0.478,0,1,0,0.5,2,0,6.817,1.7043,5.0,8.522,0
2025-01-01 00:30:00,B04,Administration,4,B04-R16,40,12,1.0,0.083,23.09,69.42,9.72,91.61,0.454,0,1,0,0.5,2,0,6.068,1.5169,5.0,7.584,0
2025-01-01 00:30:00,B05,Science,1,B05-R01,40,22,1.0,0.045,24.55,72.58,12.81,97.45,0.385,0,1,0,0.5,2,0,7.429,1.8572,5.0,9.286,0
2025-01-01 00:30:00,B05,Science,2,B05-R06,40,22,2.0,0.091,24.47,77.7,18.34,84.47,0.358,0,1,0,0.5,2,0,6.296,1.574,5.0,7.87,0
2025-01-01 00:30:00,B05,Science,3,B05-R11,40,22,4.0,0.182,24.84,75.77,14.47,87.15,0.654,0,1,0,0.5,2,0,6.315,1.5788,5.0,7.894,0
2025-01-01 00:30:00,B05,Science,4,B05-R16,40,22,1.0,0.045,24.53,83.84,20.92,81.32,0.678,0,1,0,0.5,2,0,6.867,1.7168,5.0,8.584,0
2025-01-01 00:45:00,B01,Engineering,1,B01-R01,40,20,1.0,0.05,25.52,74.54,29.66,96.76,0.494,0,1,0,0.75,2,0,7.232,1.8079,5.0,9.039,0
2025-01-01 00:45:00,B01,Engineering,2,B01-R06,40,20,4.0,0.2,22.32,81.0,0.0,90.99,0.52,0,1,0,0.75,2,0,6.436,1.609,5.0,8.045,0
2025-01-01 00:45:00,B01,Engineering,3,B01-R11,40,20,2.0,0.1,23.82,66.83,22.42,84.38,0.69,0,1,0,0.75,2,0,7.471,1.8677,5.0,9.338,0
2025-01-01 00:45:00,B01,Engineering,4,B01-R16,40,20,4.0,0.2,27.6,68.5,30.56,81.25,0.646,0,1,0,0.75,2,0,7.282,1.8206,5.0,9.103,0
2025-01-01 00:45:00,B02,Computer_Science,1,B02-R01,40,25,,0.28,25.98,71.09,23.79,88.13,0.754,0,1,0,0.75,2,0,6.624,1.656,5.0,8.28,0
2025-01-01 00:45:00,B02,Computer_Science,2,B02-R06,40,25,3.0,0.12,23.34,74.07,8.95,93.71,0.515,0,1,0,0.75,2,0,6.51,1.6275,5.0,8.137,0
2025-01-01 00:45:00,B02,Computer_Science,3,B02-R11,40,25,3.0,0.12,22.65,79.67,12.37,84.14,0.508,0,1,0,0.75,2,0,6.145,1.5362,5.0,7.681,0
2025-01-01 00:45:00,B02,Computer_Science,4,B02-R16,40,25,4.0,0.16,25.31,75.03,10.84,86.27,0.798,0,1,0,0.75,2,0,6.664,1.666,5.0,8.33,0
2025-01-01 00:45:00,B03,Library,1,B03-R01,40,18,2.0,0.111,22.61,71.61,16.22,100.0,0.748,0,1,0,0.75,2,0,7.381,1.8452,5.0,9.226,0
2025-01-01 00:45:00,B03,Library,2,B03-R06,40,18,0.0,0.0,23.86,72.57,0.43,8.55,0.505,0,1,0,0.75,2,0,4.279,1.0697,5.0,5.348,0
2025-01-01 00:45:00,B03,Library,3,B03-R11,40,18,4.0,0.222,25.7,67.22,22.38,83.51,0.629,0,1,0,0.75,2,0,6.813,1.7033,5.0,8.517,0
2025-01-01 00:45:00,B03,Library,4,B03-R16,40,18,1.0,0.056,23.18,77.52,0.0,83.7,0.604,0,1,0,0.75,2,0,5.461,1.3653,5.0,6.826,0
2025-01-01 00:45:00,B04,Administration,1,B04-R01,40,12,2.0,0.167,25.49,71.6,26.48,91.8,0.37,0,1,0,0.75,2,0,6.806,1.7016,5.0,8.508,0
2025-01-01 00:45:00,B04,Administration,2,B04-R06,40,12,3.0,0.25,27.31,81.61,39.74,80.94,0.462,0,1,0,0.75,2,0,7.327,1.8318,5.0,9.159,0
2025-01-01 00:45:00,B04,Administration,3,B04-R11,40,12,0.0,0.0,25.76,81.36,18.19,21.76,0.717,0,1,0,0.75,2,0,4.76,1.1899,5.0,5.95,0
2025-01-01 00:45:00,B04,Administration,4,B04-R16,40,12,0.0,0.0,24.75,63.76,8.66,6.3,0.1,0,1,0,0.75,2,0,3.608,0.902,5.0,4.51,0
2025-01-01 00:45:00,B05,Science,1,B05-R01,40,22,1.0,0.045,23.69,72.84,7.83,90.66,0.347,0,1,0,0.75,2,0,7.264,1.8161,5.0,9.081,0
2025-01-01 00:45:00,B05,Science,2,B05-R06,40,22,2.0,0.091,21.22,84.23,0.0,87.77,0.671,0,1,0,0.75,2,0,6.3,1.5751,5.0,7.875,0
2025-01-01 00:45:00,B05,Science,3,B05-R11,40,22,3.0,0.136,25.36,74.46,15.85,94.54,0.525,0,1,0,0.75,2,0,6.33,1.5826,5.0,7.913,0
2025-01-01 00:45:00,B05,Science,4,B05-R16,40,22,5.0,0.227,20.49,81.5,0.0,89.94,0.677,0,1,0,0.75,2,0,6.563,1.6406,5.0,8.203,0
2025-01-01 01:00:00,B01,Engineering,1,B01-R01,40,20,2.0,0.1,21.35,76.98,0.0,92.48,0.67,0,1,0,1.0,2,0,6.387,1.5967,5.0,7.984,0
2025-01-01 01:00:00,B01,Engineering,2,B01-R06,40,20,5.0,0.25,25.19,65.45,19.0,87.15,0.698,0,1,0,1.0,2,0,6.913,1.7284,5.0,8.642,0
2025-01-01 01:00:00,B01,Engineering,3,B01-R11,40,20,3.0,0.15,25.63,81.44,24.44,88.4,0.656,0,1,0,1.0,2,0,7.438,1.8594,5.0,9.297,0
2025-01-01 01:00:00,B01,Engineering,4,B01-R16,40,20,0.0,0.0,24.6,75.05,4.39,31.92,0.422,0,1,0,1.0,2,0,5.279,1.3198,5.0,6.599,0
2025-01-01 01:00:00,B02,Computer_Science,1,B02-R01,40,25,1.0,0.04,25.1,70.15,20.3,93.04,0.517,0,1,0,1.0,2,0,7.459,1.8647,5.0,9.323,0
2025-01-01 01:00:00,B02,Computer_Science,2,B02-R06,40,25,5.0,0.2,22.91,84.17,0.0,85.86,0.61,0,1,0,1.0,2,0,6.089,1.5222,5.0,7.611,0
2025-01-01 01:00:00,B02,Computer_Science,3,B02-R11,40,25,0.0,0.0,23.0,77.13,7.24,8.81,0.708,0,1,0,1.0,2,0,4.768,1.1919,5.0,5.96,0
2025-01-01 01:00:00,B02,Computer_Science,4,B02-R16,40,25,1.0,0.04,25.41,75.28,26.7,96.8,0.42,0,1,0,1.0,2,0,6.903,1.7257,5.0,8.628,0
2025-01-01 01:00:00,B03,Library,1,B03-R01,40,18,4.0,0.222,25.16,76.35,26.73,80.22,0.354,0,1,0,1.0,2,0,6.849,1.7122,5.0,8.561,0
2025-01-01 01:00:00,B03,Library,2,B03-R06,40,18,3.0,0.167,23.21,80.34,8.56,89.66,0.313,0,1,0,1.0,2,0,5.697,1.4243,5.0,7.121,0
2025-01-01 01:00:00,B03,Library,3,B03-R11,40,18,0.0,0.0,23.61,71.52,4.64,15.09,0.537,0,1,0,1.0,2,0,5.185,1.2962,5.0,6.481,0
2025-01-01 01:00:00,B03,Library,4,B03-R16,40,18,5.0,0.278,24.39,76.41,24.84,99.39,0.908,0,1,0,1.0,2,0,7.458,1.8645,5.0,9.322,0
2025-01-01 01:00:00,B04,Administration,1,B04-R01,40,12,2.0,0.167,26.1,78.67,32.39,83.16,0.395,0,1,0,1.0,2,0,7.26,1.8151,5.0,9.075,0
2025-01-01 01:00:00,B04,Administration,2,B04-R06,40,12,2.0,0.167,23.71,81.29,6.49,100.0,0.325,0,1,0,1.0,2,0,6.769,1.6922,5.0,8.461,0
2025-01-01 01:00:00,B04,Administration,3,B04-R11,40,12,1.0,0.083,24.36,74.78,14.37,94.44,0.488,0,1,0,1.0,2,0,7.552,1.8879,5.0,9.44,0
2025-01-01 01:00:00,B04,Administration,4,B04-R16,40,12,1.0,0.083,23.15,66.86,9.62,96.64,0.4,0,1,0,1.0,2,0,6.753,1.6882,5.0,8.441,0
2025-01-01 01:00:00,B05,Science,1,B05-R01,40,22,3.0,0.136,23.81,75.33,18.19,81.71,0.846,0,1,0,1.0,2,0,7.666,1.9165,5.0,9.582,0
2025-01-01 01:00:00,B05,Science,2,B05-R06,40,22,0.0,0.0,21.65,84.74,7.62,15.04,0.483,0,1,0,1.0,2,0,5.159,1.2897,5.0,6.449,0
2025-01-01 01:00:00,B05,Science,3,B05-R11,40,22,2.0,0.091,22.66,79.08,10.41,90.21,0.477,0,1,0,1.0,2,0,6.6,1.65,5.0,8.25,0
2025-01-01 01:00:00,B05,Science,4,B05-R16,40,22,3.0,0.136,22.81,76.79,11.56,100.0,0.564,0,1,0,1.0,2,0,7.149,1.7871,5.0,8.936,0
2025-01-01 01:15:00,B01,Engineering,1,B01-R01,40,20,2.0,0.1,22.13,84.01,0.0,87.73,0.737,0,1,0,1.25,2,0,5.636,1.4089,5.0,7.044,0
2025-01-01 01:15:00,B01,Engineering,2,B01-R06,40,20,2.0,0.1,24.17,76.39,17.92,89.13,0.721,0,1,0,1.25,2,0,6.61,1.6526,5.0,8.263,0
2025-01-01 01:15:00,B01,Engineering,3,B01-R11,40,20,2.0,0.1,25.47,67.8,29.39,94.23,0.185,0,1,0,1.25,2,0,6.918,1.7294,5.0,8.647,0
2025-01-01 01:15:00,B01,Engineering,4,B01-R16,40,20,2.0,0.1,22.47,78.84,1.42,94.44,0.716,0,1,0,1.25,2,0,6.851,1.7127,5.0,8.564,0
2025-01-01 01:15:00,B02,Computer_Science,1,B02-R01,40,25,0.0,0.0,25.92,78.23,7.74,8.63,0.677,0,1,0,1.25,2,0,4.482,1.1206,5.0,5.603,0
2025-01-01 01:15:00,B02,Computer_Science,2,B02-R06,40,25,3.0,0.12,23.35,77.1,6.04,91.37,0.457,0,1,0,1.25,2,0,5.977,1.4942,5.0,7.471,0
2025-01-01 01:15:00,B02,Computer_Science,3,B02-R11,40,25,2.0,0.08,24.46,79.6,11.67,89.04,0.502,0,1,0,1.25,2,0,6.064,1.5159,5.0,7.579,0
2025-01-01 01:15:00,B02,Computer_Science,4,B02-R16,40,25,4.0,0.16,24.32,68.41,21.1,91.25,0.5,0,1,0,1.25,2,0,7.014,1.7535,5.0,8.767,0
2025-01-01 01:15:00,B03,Library,1,B03-R01,40,18,3.0,0.167,25.43,79.19,27.09,87.53,0.671,0,1,0,1.25,2,0,7.36,1.84,5.0,9.2,0
2025-01-01 01:15:00,B03,Library,2,B03-R06,40,18,3.0,0.167,25.33,71.32,21.13,89.41,0.56,0,1,0,1.25,2,0,6.299,1.5748,5.0,7.874,0
2025-01-01 01:15:00,B03,Library,3,B03-R11,40,18,2.0,0.111,25.5,71.51,26.46,82.14,0.515,0,1,0,1.25,2,0,7.171,1.7928,5.0,8.964,0
2025-01-01 01:15:00,B03,Library,4,B03-R16,40,18,2.0,0.111,24.15,80.1,9.23,80.64,0.687,0,1,0,1.25,2,0,6.797,1.6992,5.0,8.496,0
2025-01-01 01:15:00,B04,Administration,1,B04-R01,40,12,2.0,0.167,22.78,85.86,19.26,86.61,0.431,0,1,0,1.25,2,0,7.224,1.806,5.0,9.03,0
2025-01-01 01:15:00,B04,Administration,2,B04-R06,40,12,0.0,0.0,23.95,73.42,11.55,14.42,0.338,0,1,0,1.25,2,0,4.912,1.228,5.0,6.14,0
2025-01-01 01:15:00,B04,Administration,3,B04-R11,40,12,0.0,0.0,24.58,72.36,0.0,27.41,0.644,0,1,0,1.25,2,0,4.193,1.0483,5.0,5.241,0
2025-01-01 01:15:00,B04,Administration,4,B04-R16,40,12,1.0,0.083,22.1,75.35,0.0,95.85,0.621,0,1,0,1.25,2,0,6.739,1.6848,5.0,8.424,0
2025-01-01 01:15:00,B05,Science,1,B05-R01,40,22,4.0,0.182,22.67,70.42,7.72,88.92,0.596,0,1,0,1.25,2,0,6.657,1.6642,5.0,8.321,0
2025-01-01 01:15:00,B05,Science,2,B05-R06,40,22,0.0,0.0,25.11,73.34,2.25,11.47,0.685,0,1,0,1.25,2,0,4.496,1.124,5.0,5.62,0
2025-01-01 01:15:00,B05,Science,3,B05-R11,40,22,3.0,0.136,24.29,84.3,19.46,100.0,0.53,0,1,0,1.25,2,0,7.206,1.8016,5.0,9.008,0
2025-01-01 01:15:00,B05,Science,4,B05-R16,40,22,0.0,0.0,25.27,65.13,16.22,37.36,0.372,0,1,0,1.25,2,0,5.159,1.2897,5.0,6.449,0
2025-01-01 01:30:00,B01,Engineering,1,B01-R01,40,20,1.0,0.05,24.0,67.0,18.0,78.16,0.527,0,1,0,1.5,2,0,6.26,1.5651,5.0,7.825,0
2025-01-01 01:30:00,B01,Engineering,2,B01-R06,40,20,1.0,0.05,23.63,73.7,7.05,91.85,0.56,0,1,0,1.5,2,0,6.745,1.6864,5.0,8.432,0
2025-01-01 01:30:00,B01,Engineering,3,B01-R11,40,20,0.0,0.0,25.23,80.38,7.68,15.09,0.357,0,1,0,1.5,2,0,3.435,0.8587,5.0,4.294,0
2025-01-01 01:30:00,B01,Engineering,4,B01-R16,40,20,4.0,0.2,25.13,72.47,,94.15,0.478,0,1,0,1.5,2,0,6.312,1.5781,5.0,7.89,0
2025-01-01 01:30:00,B02,Computer_Science,1,B02-R01,40,25,0.0,0.0,24.18,75.34,5.79,25.88,0.415,0,1,0,1.5,2,0,4.648,1.162,5.0,5.81,0
2025-01-01 01:30:00,B02,Computer_Science,2,B02-R06,40,25,0.0,0.0,23.88,75.98,1.52,16.77,0.404,0,1,0,1.5,2,0,4.622,1.1555,5.0,5.778,0
2025-01-01 01:30:00,B02,Computer_Science,3,B02-R11,40,25,4.0,0.16,23.92,71.89,16.45,75.16,0.783,0,1,0,1.5,2,0,6.478,1.6195,5.0,8.098,0
2025-01-01 01:30:00,B02,Computer_Science,4,B02-R16,40,25,5.0,0.2,25.46,83.91,13.27,92.91,0.756,0,1,0,1.5,2,0,6.665,1.6664,5.0,8.332,0
2025-01-01 01:30:00,B03,Library,1,B03-R01,40,18,4.0,0.222,25.62,72.48,31.67,81.74,0.498,0,1,0,1.5,2,0,7.307,1.8268,5.0,9.134,0
2025-01-01 01:30:00,B03,Library,2,B03-R06,40,18,2.0,0.111,24.06,81.53,2.98,82.92,0.509,0,1,0,1.5,2,0,5.749,1.4372,5.0,7.186,0
2025-01-01 01:30:00,B03,Library,3,B03-R11,40,18,2.0,0.111,22.6,76.99,0.0,89.67,0.635,0,1,0,1.5,2,0,6.56,1.64,5.0,8.2,0
2025-01-01 01:30:00,B03,Library,4,B03-R16,40,18,3.0,0.167,25.17,70.08,12.71,97.27,0.86,0,1,0,1.5,2,0,7.463,1.8658,5.0,9.329,0
2025-01-01 01:30:00,B04,Administration,1,B04-R01,40,12,2.0,0.167,25.06,81.2,28.58,80.7,0.717,0,1,0,1.5,2,0,7.97,1.9926,5.0,9.963,0
2025-01-01 01:30:00,B04,Administration,2,B04-R06,40,12,0.0,0.0,24.5,76.83,8.57,1.17,0.731,0,1,0,1.5,2,0,5.439,1.3599,5.0,6.799,0
2025-01-01 01:30:00,B04,Administration,3,B04-R11,40,12,2.0,0.167,24.73,75.79,17.78,88.18,0.499,0,1,0,1.5,2,0,6.15,1.5376,5.0,7.688,0
2025-01-01 01:30:00,B04,Administration,4,B04-R16,40,12,2.0,0.167,25.91,70.39,27.15,89.1,0.362,0,1,0,1.5,2,0,7.283,1.8207,5.0,9.104,0
2025-01-01 01:30:00,B05,Science,1,B05-R01,40,22,5.0,0.227,26.43,76.47,25.98,82.07,0.82,0,1,0,1.5,2,0,8.139,2.0348,5.0,10.174,0
2025-01-01 01:30:00,B05,Science,2,B05-R06,40,22,4.0,0.182,23.21,81.23,18.15,98.79,0.748,0,1,0,1.5,2,0,6.83,1.7074,5.0,8.537,0
2025-01-01 01:30:00,B05,Science,3,B05-R11,40,22,3.0,0.136,21.71,,0.0,91.38,0.639,0,1,0,1.5,2,0,6.061,1.5153,5.0,7.577,0
2025-01-01 01:30:00,B05,Science,4,B05-R16,40,22,3.0,0.136,24.2,79.25,23.3,87.34,0.799,0,1,0,1.5,2,0,7.426,1.8565,5.0,9.283,0
2025-01-01 01:45:00,B01,Engineering,1,B01-R01,40,20,0.0,0.0,23.25,72.45,0.0,24.37,0.566,0,1,0,1.75,2,0,4.378,1.0944,5.0,5.472,0
2025-01-01 01:45:00,B01,Engineering,2,B01-R06,40,20,0.0,0.0,24.33,77.16,7.6,12.9,0.64,0,1,0,1.75,2,0,4.486,1.1215,5.0,5.607,0
2025-01-01 01:45:00,B01,Engineering,3,B01-R11,40,20,0.0,0.0,24.58,78.64,9.45,28.56,0.465,0,1,0,1.75,2,0,5.148,1.2869,5.0,6.434,0
2025-01-01 01:45:00,B01,Engineering,4,B01-R16,40,20,5.0,0.25,25.21,67.84,23.65,99.65,0.942,0,1,0,1.75,2,0,8.065,2.0162,5.0,10.081,0
2025-01-01 01:45:00,B02,Computer_Science,1,B02-R01,40,25,3.0,0.12,22.81,72.03,0.0,89.45,0.762,0,1,0,1.75,2,0,6.363,1.5907,5.0,7.953,0
2025-01-01 01:45:00,B02,Computer_Science,2,B02-R06,40,25,1.0,0.04,21.39,76.81,0.0,93.97,0.349,0,1,0,1.75,2,0,5.805,1.4512,5.0,7.256,0
